id,x,y,deg
028_19,s0.50926700762225996,s-0.44526213308453100,s75.09123766293612334
028_20,s-0.84900499520965900,s0.96626223244730902,s66.37062238955718385
028_21,s0.98573187753527602,s0.74929232962967596,s112.14122636473496186
028_22,s-0.40388580331961399,s-1.60946412561840901,s299.26511623438511833
028_23,s1.38242141106401206,s0.96626220271813701,s66.37063502315618280
028_24,s0.86872602870101701,s-0.26542325045628201,s18.21685088395008734
028_25,s1.27504506702260190,s-1.04625389792681589,s203.62741143267146526
028_26,s-1.26797941887361909,s0.08975231021327400,s155.00619820973872720
028_27,s-0.94711848998932202,s0.22482261467397199,s307.55927088869373165
029_0,s-0.62930698294271736,s-0.98512632014939105,s205.34394552118408228
029_1,s0.77669553410165137,s-0.46414498969838908,s339.92997448710673325
029_2,s0.03344263193378414,s0.38453055283341225,s311.43329092103351741
029_3,s-0.40021892570137196,s0.39580733073258806,s196.61110957708240221
029_4,s0.37507278682154960,s-0.10813681781857194,s340.58603862403640505
029_5,s1.36618665724883370,s-0.55981021646363538,s336.37062679476468929
029_6,s-1.25778930565415603,s0.19906040488980226,s23.62937761080337395
029_7,s0.19718601607275052,s0.96996688350764870,s65.93771548266050786
029_8,s-0.94257159893748899,s0.11275827835838063,s240.10160552420450131
029_9,s-1.25239613973420516,s-0.22656001732023781,s158.68031318879036462
029_10,s1.14854484041253557,s-0.68290365252688789,s156.36460721465743973
029_11,s0.95391585062672901,s-1.55723632261351574,s246.37061760510994191
029_12,s-1.36618665724877419,s1.02441311635016197,s296.98303431425540566
029_13,s0.52403288224153166,s-1.66673956700494363,s348.12712597380766510
029_14,s-0.93809070095520541,s0.55579754683138960,s339.52262190185376767
029_15,s1.36298978911423196,s-1.08079328533203545,s202.28768277443452916
029_16,s-0.32338990998476685,s-0.65233156919532931,s51.10920519577098275
029_17,s0.90435402412013699,s0.68825994150376135,s165.90503246558489536
029_18,s0.93709200684390004,s1.06673956700500372,s293.62937834916249358
029_19,s-0.32524822736068465,s0.65773775314048755,s24.20684897361815047
029_20,s0.11857754926033408,s-0.48887197071507815,s18.31192907092236055
029_21,s-0.01710232241677740,s-0.77116685257409634,s203.07939749630770621
029_22,s-0.72036842013978652,s-1.54684083835161679,s108.94001114545261544
029_23,s1.36539542432094474,s0.31653135661540704,s156.69589387663688740
029_24,s-0.84057757445488712,s-0.69832130808352699,s112.73035784144980198
029_25,s1.31269807827764184,s0.57335365001989180,s336.69589352569721541
029_26,s0.56580983787477579,s-0.60443446512117327,s160.98426656544108937
029_27,s-1.20193856819849976,s-1.17202786685153004,s151.92465893108447972
029_28,s-0.00737277096405724,s-1.66139766591058291,s25.34394613426928800
030_0,s-0.72842393448400200,s0.34887767811775400,s110.33744534976358409
030_1,s1.40879107988897201,s-0.88100860272933601,s41.51004617516326789
030_2,s1.30844107273923305,s1.07805635263819699,s200.91843563202996847
030_3,s1.35022984688353498,s-0.32860957087693998,s336.37062270398689634
030_4,s-0.30462220642441601,s-1.67805700971946092,s246.37062729875992773
030_5,s-0.42747119492934099,s-1.45709706687127705,s65.50208862051647429
030_6,s0.84859855645269799,s-1.63264345946638301,s242.76856913261030968
030_7,s0.37654801193797199,s0.66124028162833803,s146.64158542875065905
030_8,s0.60041935239669797,s0.10018201471429700,s108.88847750944626114
030_9,s0.46868881216600100,s0.97099810160130595,s293.62937765388596745
030_10,s0.60095015218097003,s-0.33779046680931302,s221.51004856762278905
030_11,s0.04264837370457600,s0.96770855526412802,s67.75226674100953517
030_12,s0.94558990143335597,s-1.22161284739135501,s79.68470626887199160
030_13,s-1.29068975616114701,s0.48696926049083000,s20.04871260375354680
030_14,s0.85140024374459700,s0.02830988456525400,s292.51139170145529533
030_15,s-0.22131314972284299,s-1.08295507999246898,s247.11866019361832514
030_16,s-1.29882527250525293,s-1.26576072839367004,s156.37062433978124432
030_17,s1.34863461122570283,s-1.24108846733582956,s203.61377637195360535
030_18,s-0.82558060246752096,s-1.67202284414870994,s111.02917559852619434
030_19,s-0.27037832633849301,s-0.43966270511624400,s289.46932323002715748
030_20,s0.12488192943360800,s-0.69439655889619600,s253.27224628657336325
030_21,s-0.35732891652852800,s-0.86320657229753195,s69.86090600400279982
030_22,s0.57447443190394898,s-1.67657446773289398,s66.98363706903762704
030_23,s-0.42048688724792499,s0.01716229910774700,s320.04557559411523471
030_24,s-0.54011571958867399,s-0.29059252800593399,s110.33744619523361052
030_25,s-1.40588181228717390,s-0.23485781137513401,s290.33744599097940409
030_26,s0.83166654832279696,s0.66583097284922199,s247.26016788025734172
030_27,s-0.88687631916908205,s0.95807351138467800,s65.35958233932559835
030_28,s-0.42825669211917700,s0.54597685424972597,s21.23616169751642246
030_29,s-1.40879107987275409,s-0.83587824083535001,s258.91372567505914049
031_0,s-0.37308035165961811,s-1.48365969617527127,s236.93343864025905532
031_1,s0.96974295931323173,s0.11348048338936219,s285.62671347118839549
031_2,s-0.94804479011815224,s-0.98818444065001121,s301.17412251636437759
031_3,s0.79242477433620073,s-1.12444164153342796,s202.25414731798514367
031_4,s1.42714881716230280,s1.05459591167994260,s203.62937888696023947
031_5,s-0.98110895697444844,s0.59790249754997493,s258.25325020476770987
031_6,s-0.11083465912057668,s0.34341079346391429,s285.65723840668351841
031_7,s-1.33628109783337812,s-0.50049634544350297,s325.21379865285166488
031_8,s-1.31324806096344138,s0.65446935127816686,s20.79785221475572143
031_9,s0.30047993894588093,s-1.28202160559274492,s71.04093664151582743
031_10,s0.42875253818909725,s-1.61980022747962304,s246.37062163150289962
031_11,s-0.62500735185231504,s0.18700472180119043,s157.19524513757551176
031_12,s-1.30526374482770069,s-0.77773489026222431,s155.23026903859545200
031_13,s1.42680895273488084,s-1.72713523206255881,s336.50982503967657067
031_14,s0.38931335643525899,s-0.80307272338774538,s279.54633152201245139
031_15,s0.12021165931521384,s-0.70565618240213424,s112.40037076117766901
031_16,s0.60686282036703409,s0.90552023852883656,s108.62356197100609734
031_17,s0.73555826568744342,s0.20779944873497050,s105.65723618523566074
031_18,s0.30630315933676971,s-0.34734980522816594,s54.37779153446979308
031_19,s0.74863975298200847,s1.12225242584936757,s291.54830310878264754
031_20,s-0.26259772417516486,s-0.31014214298879761,s114.45778883084176414
031_21,s0.87749841460456168,s0.71279015674031310,s243.87449057660296603
031_22,s-1.42714882822939249,s-1.61980023767772230,s246.37062228572631284
031_23,s0.74594572663277381,s-0.25413051420056193,s234.30659601073762133
031_24,s-1.18402907629897780,s0.34552930569464485,s145.21379859658009082
031_25,s1.41598680583629521,s-0.86229520151623185,s156.50982636107005419
031_26,s1.42714882824008260,s-0.15132775592122422,s203.62937883805261663
031_27,s-0.58576860155243304,s1.08450872206033888,s212.22805482577177827
031_28,s-0.64790567118159559,s-1.52164121379068007,s66.37062114161267345
031_29,s-0.90747623409324552,s1.12713523207324617,s66.37062281714872825
031_30,s-0.10972606479435006,s1.11611732693268162,s288.62357845471979090
032_0,s1.20509443299432273,s-0.51696602852066420,s219.16929969751777207
032_1,s0.97259481900862532,s-0.27925909680346239,s110.27449652546181369
032_2,s-0.15538393241693746,s1.10492872700200007,s119.22949442749791160
032_3,s-0.90347461621099379,s-0.60926534719164716,s91.77332426139219024
032_4,s-0.41616641621100098,s0.08179719982146411,s290.27385413350907584
032_5,s-0.69150485549876650,s-1.79707063566636882,s336.55866036076167802
032_6,s1.11553493637398149,s-1.16467337377777125,s40.89631945639399646
032_7,s-0.78953653842587834,s-1.01556726631016425,s156.55865985974378418
032_8,s-1.38926411807904837,s-0.92273058562092225,s156.55864699824815034
032_9,s0.32944106823279512,s-0.75810762966477141,s220.89633298716967147
032_10,s-0.62373892782192342,s-0.32707170798530627,s36.30506337232753822
032_11,s-1.38926411252337556,s-1.79707063384810972,s336.55865845809444181
032_12,s-1.35620862518580299,s0.58072927539000030,s200.08439771682265018
032_13,s0.25615161964852023,s0.66744550635403110,s110.27385431017228257
032_14,s1.38239322394498898,s0.62434562436034202,s339.57357262354526029
032_15,s-1.38166212698059709,s-0.30406920202719961,s20.08440047619950519
032_16,s-0.01113550532846802,s-0.38997736885689832,s290.27449638325879278
032_17,s0.59345355706390168,s0.21655842389200092,s110.27447595691376137
032_18,s-0.87405973157135308,s0.42925373039905201,s299.22949470491153079
032_19,s-1.03244449853184705,s0.99133373211150855,s299.22951035345431592
032_20,s-1.38972277262310229,s1.19707063566636762,s156.37062160005643818
032_21,s-0.20884033401830532,s-1.68974486859409567,s246.37062388171239036
032_22,s0.10234035514121988,s1.06333837716539970,s295.70777790838747023
032_23,s-0.56289691587520874,s-0.89238646878707928,s333.97815678195502187
032_24,s1.33587804614359640,s-0.22086046026430745,s332.08673187204681199
032_25,s0.83983455023514053,s0.12793545606571466,s289.96156029490589390
032_26,s0.29478497275833715,s-1.37976668290126603,s218.50491330833665415
032_27,s0.02084903684509724,s-1.23999500271407581,s20.00717254908033738
032_28,s1.38972277262310251,s-1.27747747658820843,s203.62998436061639040
032_29,s0.56251182474639572,s0.82742866699909334,s240.66399136922584034
032_30,s0.96344144964300149,s1.08970844948855627,s293.62937705082072171
032_31,s0.91564605971979429,s-1.68254416775795135,s249.23509316431977823
033_0,s0.25900640889507320,s-0.32508267817265890,s125.01415408433967968
033_1,s1.42230572519207388,s0.58088906570183019,s203.62937776327089523
033_2,s-0.92461739768319673,s-1.73566846960862664,s116.22043653020921283
033_3,s-0.67892327904729244,s-1.78186844029262192,s296.22042711305243756
033_4,s-1.06769603239219779,s0.98257490804083092,s295.05009167200728371
033_5,s-0.88282492741346508,s-0.32221144309416255,s62.44191061942609622
033_6,s0.38170385026560116,s1.07043782403853149,s66.03373858559950804
033_7,s0.13954381055627199,s0.46501135538485266,s84.11148017376854114
033_8,s0.47888233308549422,s-0.90998803008398754,s113.93612014961843215
033_9,s-0.58242681596273427,s-0.47441953459526953,s305.01414798188761779
033_10,s-0.77762489715089944,s-1.36609956317025771,s59.41032702439525792
033_11,s-1.42763463327740037,s-1.36292796884947598,s156.37062395946918514
033_12,s0.68251253190858718,s0.93376536012454137,s305.24256477326252934
033_13,s-0.50623970134645602,s-1.17444687359319455,s310.38924801156008471
033_14,s0.58367262659009600,s-1.51813330404376412,s69.26538945255890667
033_15,s0.70398638387134715,s-1.77519862107286319,s246.37060918054658032
033_16,s-0.56065860257486766,s0.12751760974864931,s264.11149963322509393
033_17,s1.42230560606309808,s-0.32141368667564607,s203.62938922471221304
033_18,s1.01899535259149920,s-0.68065103107123415,s156.96366393999778666
033_19,s1.53633964043650573,s1.10714269325841563,s125.24256513244517919
033_20,s0.62722341800330816,s-0.51595239763790024,s338.29427952883543185
033_21,s1.48481051604283021,s-1.10184538883886218,s110.83471588980171418
033_22,s-0.75062516407655278,s0.36716443393980008,s62.31764312445920950
033_23,s1.21766926118092034,s0.16897381460756106,s158.29428015016446807
033_24,s-0.20020441305785208,s0.99823917259964301,s115.05009155882612504
033_25,s0.20501284081355667,s-1.76702911485412040,s114.26961203786152055
033_26,s-0.79207728756192219,s-0.75299125385730103,s103.24891577272649101
033_27,s0.31233097931338838,s-0.00659506635143593,s303.11082856773305139
033_28,s1.52988222164110366,s-1.72267125504648067,s65.43962482303265915
033_29,s-1.42763463848298078,s-0.45320701967276478,s156.37062122961719979
033_30,s0.36004856567979898,s0.59292069458719399,s262.52732780509109034
033_31,s-1.53633964044419447,s0.32611252966171428,s242.31764322464573524
033_32,s-1.42387077317444111,s1.18186844014767556,s157.95834851800736942
034_0,s-0.75918439726776299,s-1.63948636137702408,s243.83862428966619973
034_1,s1.43630084067328601,s-1.80682309916543193,s342.53993084434853245
034_2,s0.67136149582793303,s-1.09510830015385596,s167.97066529188771256
034_3,s0.68910481826918601,s-0.18970124184186299,s74.03799521967152941
034_4,s-0.78969417180900403,s-0.73313945643887302,s168.83099912073737414
034_5,s-0.49637005635593900,s-1.08760620554648590,s203.40694656727521306
034_6,s-1.55412795922406599,s0.52780771024164097,s286.19836092194725552
034_7,s-0.18495354023481500,s0.38257548571212402,s247.08550219096571254
034_8,s1.45484172751560203,s-0.74190388141354902,s336.35905763881976327
034_9,s-0.34886369509168802,s-0.79795332093088800,s348.74548069908667003
034_10,s-1.55381771574845806,s-1.72971269618420398,s246.37062222102292708
034_11,s-1.31995202840228010,s-1.17859629608065508,s207.72014364351264248
034_12,s-0.25157905839167100,s0.71576108333486599,s19.99219082143656578
034_13,s-1.32408769669150805,s-0.62133579723642496,s146.37337088761023551
034_14,s-1.12002517352398701,s-0.31926315500444002,s271.06530858827920838
034_15,s0.46442893993938500,s1.20490610041925095,s235.05738180058381204
034_16,s-1.55351715257029799,s1.16371248671597205,s290.10379041802536904
034_17,s0.71322741723798200,s0.40340908659954600,s230.73524340164078694
034_18,s1.44810367370235804,s0.70199800045850502,s339.36290397162463250
034_19,s-0.63395209573855105,s0.52467245396432804,s202.50821449793909323
034_20,s-0.72603450484499299,s1.06930768118783392,s110.10377492488487405
034_21,s1.03707923994201501,s1.17173247841177308,s293.62937638786968364
034_22,s0.08070569681749000,s-0.88826096236916097,s167.97066352648141674
034_23,s0.97262121848993000,s-0.35371331433570702,s291.29633249667529071
034_24,s0.18405811903809999,s1.17173239309853305,s66.37061553908949918
034_25,s-1.18198810052895609,s0.27199366214773502,s239.72532031407956765
034_26,s1.06312554372818702,s-1.63674413782509398,s121.13320899300231304
034_27,s0.20164487640666401,s0.65503306563187702,s277.98218228167718280
034_28,s0.55597093616038895,s-0.60892487899639702,s244.87058083445822376
034_29,s1.09087068744931903,s-1.29585245369076696,s301.13321006693252002
034_30,s0.21819455815828201,s-0.57149165128873902,s31.95797332231666132
034_31,s-1.44645551562002495,s-0.29287537529140600,s23.62937405813443092
034_32,s0.16251782693844399,s-1.80490610041443089,s347.97066609387945846
034_33,s1.55412795922504499,s0.16806557289504101,s50.73523079478479758
035_0,s1.47337909421680391,s1.27842441017075403,s155.89360322296704453
035_1,s-0.90476706215082203,s-0.73996137644918802,s336.70089878099736325
035_2,s1.46981627015404892,s-0.99880681780597802,s157.36392675321883416
035_3,s0.29497826672222999,s0.14625311572258501,s156.10069130292674799
035_4,s0.31234381769449299,s-0.98452025451481795,s156.26169804143421516
035_5,s-0.81864124327149101,s0.16956583167069700,s156.68450024543710697
035_6,s-0.90580543754788101,s0.43624242609395802,s347.31110637242102257
035_7,s-1.42172862378602205,s-0.97258487289598095,s155.15244098197001676
035_8,s-0.31480372768061599,s-1.87825377432681595,s337.06151678492790325
035_9,s-1.47336595621935595,s-0.72713470470668695,s334.89747125921701354
035_10,s-1.47099026078411099,s0.40524763050196699,s335.87855158243417009
035_11,s-0.33340518348742099,s-0.74133653207763595,s337.06151682913366585
035_12,s0.83585051827466605,s0.39215427975585998,s336.04065650025688683
035_13,s0.83555974102906705,s-0.74438824351664801,s336.04065647474101297
035_14,s-1.46349098270073807,s1.27842789223119491,s155.87855161175491503
035_15,s0.84400735653089498,s-1.87842789223119500,s336.12280121250466891
035_16,s-1.46742025473230298,s-1.87821174580381101,s337.34934469069139595
035_17,s-0.27321512451516100,s-0.98398268808865896,s157.06151679711035740
035_18,s-0.34900808125112898,s1.27814215508726203,s157.46269315338429351
035_19,s1.41818244231249602,s0.38694518834009400,s335.89313795519922223
035_20,s1.46972296007839698,s-1.87821084215431111,s337.35563022528924648
035_21,s0.25756980100207100,s-1.87839852091166004,s336.26169878302800953
035_22,s-0.89662788281119798,s-1.87831346586156811,s336.70199517161256608
035_23,s-0.28131014588500802,s0.15719255725155101,s157.06151679819106448
035_24,s0.28264768347188102,s1.27837835031423896,s156.09905957500780005
035_25,s0.89163553872605095,s-0.98828274203287902,s156.12280119435774850
035_26,s-0.84608804818909300,s-0.98299068934952405,s156.70204910756240224
